income,model,retired,stratifier,stratification,att,lower,upper,se,n_treat,n_control,n_dead_treat,n_dead_control,outcome_control,outcome_treat,p_val,pct,pct_lower,pct_upper
household,final,,year,2009,722,107,1338,314.146,4997,532609,0,0,325421.193,324698.965,0.022,0.20%,0.03%,0.41%
household,final,,year,2010,258,-461,977,366.706,4839,513674,0,0,379460.058,379201.972,0.482,0.10%,-0.12%,0.26%
household,final,,year,2011,656,-48,1361,359.315,4676,497689,0,0,375711.32,375054.87,0.068,0.20%,-0.01%,0.36%
household,final,,year,2012,505,-179,1188,348.739,4516,481310,0,0,375986.161,375481.273,0.148,0.10%,-0.05%,0.32%
household,final,,year,2013,661,-39,1360,356.912,4379,464711,0,0,381787.133,381126.464,0.064,0.20%,-0.01%,0.36%
household,final,,year,2014,1204,517,1892,350.872,4222,458349,0,0,389514.887,388310.449,0.001,0.30%,0.13%,0.49%
household,final,,year,2015,760,57,1462,358.28,4221,457174,0,0,395504.086,394744.423,0.034,0.20%,0.01%,0.37%
household,final,,year,2016,449,-236,1133,349.221,4045,441111,0,0,361305.755,360857.218,0.199,0.10%,-0.07%,0.31%
household,final,,year,2017,1145,487,1802,335.568,3885,425138,0,0,325239.126,324094.547,0.001,0.40%,0.15%,0.55%
household,final,,year,2018,336,-293,965,320.861,3735,410036,0,0,288363.708,288027.831,0.295,0.10%,-0.10%,0.33%
household,final,0,reg,Hovedstaden,1277,655,1899,317.317,9617,1414608,0,0,447592.424,446315.852,0,0.30%,0.15%,0.42%
household,final,0,reg,Syddanmark,823,244,1401,294.992,6912,934411,0,0,410228.489,409405.935,0.005,0.20%,0.06%,0.34%
household,final,0,reg,Midtjylland,1697,1042,2353,334.504,6488,953807,0,0,427019.848,425322.514,0,0.40%,0.24%,0.55%
household,final,0,reg,Nordjylland,704,-52,1459,385.28,2879,285157,0,0,409876.74,409173.212,0.068,0.20%,-0.01%,0.36%
household,final,0,reg,Sjaelland,4380,3641,5119,377.051,4768,556555,0,0,424276.706,419896.371,0,1.00%,0.86%,1.21%
household,final,1,reg,Hovedstaden,-808,-1289,-326,245.637,8255,893724,0,0,339806.251,340613.849,0.001,-0.20%,-0.38%,-0.10%
household,final,1,reg,Sjaelland,-2151,-2689,-1613,274.725,4074,402905,0,0,306424.894,308575.892,0,-0.70%,-0.88%,-0.53%
household,final,1,reg,Syddanmark,-1508,-1901,-1115,200.538,5746,722832,0,0,295668.179,297176.583,0,-0.50%,-0.64%,-0.38%
household,final,1,reg,Midtjylland,-720,-1177,-263,233.04,5274,647040,0,0,308813.858,309533.9,0.002,-0.20%,-0.38%,-0.09%
household,final,1,reg,Nordjylland,-1391,-1903,-879,261.211,2614,269737,0,0,290313.278,291704.379,0,-0.50%,-0.66%,-0.30%
household,final,,reg,Hovedstaden,364,-60,788,216.154,17872,2308332,0,0,403754.976,403390.823,0.092,0.10%,-0.01%,0.20%
household,final,,reg,Syddanmark,-129,-517,258,197.669,12658,1657243,0,0,364303.382,364432.482,0.514,0.00%,-0.14%,0.07%
household,final,,reg,Midtjylland,757,315,1198,225.143,11762,1600847,0,0,380141.22,379384.484,0.001,0.20%,0.08%,0.32%
household,final,,reg,Nordjylland,-221,-715,272,251.743,5493,554894,0,0,359162.944,359384.433,0.379,-0.10%,-0.20%,0.08%
household,final,,reg,Sjaelland,1743,1249,2237,252.052,8842,959460,0,0,375892.219,374149.196,0,0.50%,0.33%,0.60%
household,final,0,util,0,1144,625,1664,265.276,11995,2485401,0,0,430669.995,429525.546,0,0.30%,0.15%,0.39%
household,final,0,util,6 to 10,3912,3192,4632,367.342,3088,151004,0,0,407373.359,403461.297,0,1.00%,0.78%,1.14%
household,final,0,util,2,1832,1076,2589,386.11,3992,337105,0,0,429089.504,427257.201,0,0.40%,0.25%,0.60%
household,final,0,util,1,1426,760,2091,339.49,6650,822241,0,0,434984.038,433558.338,0,0.30%,0.17%,0.48%
household,final,0,util,3 to 5,1554,858,2251,355.458,4360,343410,0,0,421861.41,420307.167,0,0.40%,0.20%,0.53%
household,final,0,util,11+,7808,6084,9532,879.727,579,5377,0,0,378747.577,370939.8,0,2.10%,1.61%,2.52%
household,final,1,util,0,-1430,-1843,-1018,210.442,8077,1416778,0,0,307644.739,309074.893,0,-0.50%,-0.60%,-0.33%
household,final,1,util,1,648,150,1146,254.104,5069,591971,0,0,319344.867,318696.837,0.011,0.20%,0.05%,0.36%
household,final,1,util,2,-1310,-1841,-778,271.19,3416,288645,0,0,318470.165,319780.081,0,-0.40%,-0.58%,-0.24%
household,final,1,util,3 to 5,-2028,-2532,-1524,257.076,4410,359699,0,0,315095.761,317123.607,0,-0.60%,-0.80%,-0.48%
household,final,1,util,6 to 10,-2349,-2846,-1852,253.569,3869,253581,0,0,312560.262,314909.601,0,-0.80%,-0.91%,-0.59%
household,final,1,util,11+,-2985,-4205,-1764,622.595,1122,25564,0,0,304619.173,307603.888,0,-1.00%,-1.38%,-0.58%
household,final,,util,0,202,-165,570,187.496,20072,3902179,0,0,386349.676,386147.633,0.281,0.10%,-0.04%,0.15%
household,final,,util,6 to 10,934,485,1382,228.633,6957,404585,0,0,360628.407,359694.906,0,0.30%,0.13%,0.38%
household,final,,util,2,514,12,1016,256.14,7408,625750,0,0,383266.721,382752.491,0.045,0.10%,0.00%,0.27%
household,final,,util,1,1057,602,1512,232.278,11719,1414212,0,0,389907.424,388850.265,0,0.30%,0.15%,0.39%
household,final,,util,3 to 5,-19,-471,433,230.552,8770,703109,0,0,374133.657,374152.401,0.935,0.00%,-0.13%,0.12%
household,final,,util,11+,1594,578,2610,518.54,1701,30941,0,0,334774.376,333180.313,0.002,0.50%,0.17%,0.78%
household,final,0,cci,0,1502,1178,1826,165.32,28082,4118966,0,0,430729.384,429227.229,0,0.30%,0.27%,0.42%
household,final,0,cci,2,10911,9516,12305,711.399,738,4745,0,0,402819.509,391908.76,0,2.70%,2.36%,3.05%
household,final,0,cci,1,1704,925,2483,397.645,1653,20171,0,0,388325.931,386621.995,0,0.40%,0.24%,0.64%
household,final,1,cci,0,-980,-1236,-724,130.735,19987,2736790,0,0,316783.325,317763.317,0,-0.30%,-0.39%,-0.23%
household,final,1,cci,1,-1137,-1613,-662,242.449,3340,143358,0,0,297332.391,298469.756,0,-0.40%,-0.54%,-0.22%
household,final,0,cci,4+,6836,3190,10482,1860.096,88,316,0,0,328629.886,321794.05,0,2.10%,0.97%,3.19%
household,final,0,cci,3,-15302,-17669,-12936,1207.471,103,340,0,0,319590.404,334892.587,0,-4.80%,-5.53%,-4.05%
household,final,1,cci,2,-4785,-5487,-4083,358.013,1787,45212,0,0,304222.393,309007.489,0,-1.60%,-1.80%,-1.34%
household,final,1,cci,3,2682,1673,3690,514.564,485,6484,0,0,284791.821,282110.184,0,0.90%,0.59%,1.30%
household,final,1,cci,4+,-5859,-7312,-4406,741.343,364,4394,0,0,291072.072,296931.404,0,-2.00%,-2.51%,-1.51%
household,final,,cci,0,553,327,780,115.538,48069,6855756,0,0,387959.569,387406.311,0,0.10%,0.08%,0.20%
household,final,,cci,2,1337,645,2029,353.102,2525,49957,0,0,340012.539,338675.452,0,0.40%,0.19%,0.60%
household,final,,cci,1,-28,-458,403,219.777,4993,163529,0,0,334254.501,334282.223,0.9,0.00%,-0.14%,0.12%
household,final,,cci,4+,-2625,-4094,-1156,749.383,452,4710,0,0,299678.719,302303.472,0,-0.90%,-1.37%,-0.39%
household,final,,cci,3,-2049,-3009,-1089,489.732,588,6824,0,0,292336.39,294385.558,0,-0.70%,-1.03%,-0.37%
personal,age_sex,0,,,-4927,-5736,-4119,412.59,32543,23047785,0,0,467555.024,472482.38,0,-1.10%,-1.23%,-0.88%
personal,age_sex,1,,,-8873,-9516,-8231,327.724,26523,7200272,0,0,303818.133,312691.46,0,-2.90%,-3.13%,-2.71%
personal,age_sex,,,,-6479,-7032,-5925,282.336,59066,30248057,0,0,401855.813,408334.327,0,-1.60%,-1.75%,-1.47%
personal,age_sex,0,index,0,-978,-1199,-756,113.141,32543,23047785,0,0,48800.761,49778.465,0,-2.00%,-2.46%,-1.55%
personal,age_sex,0,index,1,-845,-1072,-618,115.838,31827,22835783,0,0,48617.671,49463.116,0,-1.70%,-2.21%,-1.27%
personal,age_sex,0,index,2,-429,-658,-200,116.693,31005,22663356,0,0,48349.659,48778.712,0,-0.90%,-1.36%,-0.41%
personal,age_sex,0,index,3,-217,-450,15,118.848,30172,22504277,0,0,48085.554,48303.05,0.067,-0.50%,-0.94%,0.03%
personal,age_sex,0,index,4,-141,-382,100,123.127,27416,20824943,0,0,47442.948,47583.845,0.252,-0.30%,-0.81%,0.21%
personal,age_sex,0,index,5,-137,-388,115,128.346,24615,19178721,0,0,46714.122,46850.961,0.286,-0.30%,-0.83%,0.25%
personal,age_sex,0,index,6,-357,-619,-95,133.776,22008,17558295,0,0,45992.471,46349.452,0.008,-0.80%,-1.35%,-0.21%
personal,age_sex,0,index,7,-534,-810,-259,140.793,19560,15966937,0,0,45240.787,45775.286,0,-1.20%,-1.79%,-0.57%
personal,age_sex,0,index,8,-582,-872,-293,147.575,17274,14402431,0,0,44514.03,45096.438,0,-1.30%,-1.96%,-0.66%
personal,age_sex,0,index,9,-706,-1017,-395,158.553,14834,12861134,0,0,43797.021,44503.054,0,-1.60%,-2.32%,-0.90%
personal,age_sex,1,index,0,-825,-976,-674,77.079,26523,7200272,0,0,29653.263,30478.623,0,-2.80%,-3.29%,-2.27%
personal,age_sex,1,index,1,-880,-1039,-722,80.973,24905,6846928,0,0,29821.265,30701.723,0,-3.00%,-3.48%,-2.42%
personal,age_sex,1,index,2,-914,-1077,-750,83.517,23224,6503683,0,0,30019.86,30933.5,0,-3.00%,-3.59%,-2.50%
personal,age_sex,1,index,3,-936,-1108,-763,88.067,21677,6168390,0,0,30255.595,31191.434,0,-3.10%,-3.66%,-2.52%
personal,age_sex,1,index,4,-942,-1128,-757,94.517,18562,5407683,0,0,30278.979,31221.369,0,-3.10%,-3.72%,-2.50%
personal,age_sex,1,index,5,-912,-1109,-715,100.311,15894,4702759,0,0,30425.607,31337.648,0,-3.00%,-3.64%,-2.35%
personal,age_sex,1,index,6,-849,-1061,-636,108.398,13489,4053628,0,0,30600.321,31449.081,0,-2.80%,-3.47%,-2.08%
personal,age_sex,1,index,7,-879,-1109,-648,117.367,11328,3459808,0,0,30756.383,31634.905,0,-2.90%,-3.60%,-2.11%
personal,age_sex,1,index,8,-900,-1151,-649,128.115,9363,2918475,0,0,30908.781,31808.995,0,-2.90%,-3.72%,-2.10%
personal,age_sex,1,index,9,-836,-1108,-564,138.71,7546,2425700,0,0,31098.078,31934.182,0,-2.70%,-3.56%,-1.81%
personal,age_sex,,index,0,-909,-1049,-770,71.3,59066,30248057,0,0,40202.767,41112.063,0,-2.30%,-2.61%,-1.91%
personal,age_sex,,index,1,-861,-1006,-716,74.072,56732,29682711,0,0,40366.164,41226.98,0,-2.10%,-2.49%,-1.77%
personal,age_sex,,index,2,-637,-785,-488,75.701,54229,29167039,0,0,40499.777,41136.358,0,-1.60%,-1.94%,-1.21%
personal,age_sex,,index,3,-518,-671,-364,78.35,51849,28672667,0,0,40631.215,41149.036,0,-1.30%,-1.65%,-0.90%
personal,age_sex,,index,4,-464,-627,-302,82.742,45978,26232626,0,0,40513.599,40978.071,0,-1.10%,-1.55%,-0.75%
personal,age_sex,,index,5,-441,-612,-270,87.357,40509,23881480,0,0,40323.205,40764.2,0,-1.10%,-1.52%,-0.67%
personal,age_sex,,index,6,-544,-725,-362,92.606,35497,21611923,0,0,40143.393,40687.252,0,-1.40%,-1.81%,-0.90%
personal,age_sex,,index,7,-661,-855,-467,99.005,30888,19426745,0,0,39928.714,40589.381,0,-1.70%,-2.14%,-1.17%
personal,age_sex,,index,8,-694,-901,-487,105.768,26637,17320906,0,0,39731.737,40425.855,0,-1.70%,-2.27%,-1.23%
personal,age_sex,,index,9,-750,-975,-524,115.03,22380,15286834,0,0,39515.242,40265.131,0,-1.90%,-2.47%,-1.33%
personal,age_sex,0,year,2001,-1176,-2030,-321,435.986,1877,1523095,0,0,43705.807,44881.402,0.007,-2.70%,-4.64%,-0.73%
personal,age_sex,0,year,2002,-1753,-2931,-575,601.119,1987,1525472,0,0,87717.634,89470.381,0.004,-2.00%,-3.34%,-0.66%
personal,age_sex,0,year,2003,-2628,-4047,-1209,723.895,1933,1527116,0,0,132098.645,134726.697,0,-2.00%,-3.06%,-0.92%
personal,age_sex,0,year,2004,-2706,-4376,-1037,851.637,1963,1526783,0,0,178842.755,181549.208,0.001,-1.50%,-2.45%,-0.58%
personal,age_sex,0,year,2005,-3927,-5862,-1992,987.277,1927,1526209,0,0,225347.129,229273.821,0,-1.70%,-2.60%,-0.88%
personal,age_sex,0,year,2006,-4186,-6370,-2002,1114.292,1942,1521082,0,0,274321.355,278507.243,0,-1.50%,-2.32%,-0.73%
personal,age_sex,0,year,2007,-4297,-6721,-1873,1236.647,1964,1514973,0,0,325726.321,330023.511,0.001,-1.30%,-2.06%,-0.58%
personal,age_sex,0,year,2008,-4563,-7152,-1973,1320.968,2260,1520522,0,0,372493.831,377056.342,0.001,-1.20%,-1.92%,-0.53%
personal,age_sex,0,year,2009,-4589,-7269,-1909,1367.424,2905,1528753,0,0,418966.278,423555.607,0.001,-1.10%,-1.74%,-0.46%
personal,age_sex,0,year,2010,-5357,-8240,-2475,1470.776,2851,1539939,0,0,468480.345,473837.666,0,-1.10%,-1.76%,-0.53%
personal,age_sex,1,year,2001,-687,-1311,-63,318.369,1363,448784,0,0,27235.884,27923.198,0.031,-2.50%,-4.81%,-0.23%
personal,age_sex,1,year,2002,-2199,-3138,-1260,478.952,1395,447280,0,0,54579.488,56778.421,0,-4.00%,-5.75%,-2.31%
personal,age_sex,1,year,2003,-3103,-4252,-1954,586.26,1359,447637,0,0,82634.857,85737.981,0,-3.80%,-5.15%,-2.36%
personal,age_sex,1,year,2004,-4369,-5711,-3027,684.743,1420,450428,0,0,112313.539,116682.135,0,-3.90%,-5.08%,-2.69%
personal,age_sex,1,year,2005,-5530,-7071,-3989,786.288,1429,452989,0,0,141682.356,147212.163,0,-3.90%,-4.99%,-2.82%
personal,age_sex,1,year,2006,-6347,-8076,-4618,882.156,1584,463972,0,0,170629.063,176975.624,0,-3.70%,-4.73%,-2.71%
personal,age_sex,1,year,2007,-6839,-8782,-4897,991.017,1582,475939,0,0,203343.652,210183.12,0,-3.40%,-4.32%,-2.41%
personal,age_sex,1,year,2008,-6816,-8880,-4752,1053.098,1883,480144,0,0,232914.859,239730.494,0,-2.90%,-3.81%,-2.04%
personal,age_sex,1,year,2009,-6355,-8471,-4239,1079.581,2305,486751,0,0,262888.383,269243.396,0,-2.40%,-3.22%,-1.61%
personal,age_sex,1,year,2010,-7223,-9475,-4972,1148.644,2193,491650,0,0,299008.77,306232.044,0,-2.40%,-3.17%,-1.66%
personal,age_sex,0,year,2011,-4770,-7580,-1960,1433.502,2805,1545183,0,0,461445.87,466215.851,0.001,-1.00%,-1.64%,-0.42%
personal,age_sex,1,year,2011,-8288,-10477,-6100,1116.566,2074,497210,0,0,295547.126,303835.267,0,-2.80%,-3.54%,-2.06%
personal,age_sex,0,year,2012,-3546,-6317,-776,1413.553,2764,1550325,0,0,462077.029,465623.418,0.012,-0.80%,-1.37%,-0.17%
personal,age_sex,1,year,2012,-7211,-9375,-5047,1104.219,1949,504098,0,0,297493.24,304704.468,0,-2.40%,-3.15%,-1.70%
personal,age_sex,0,year,2013,-3774,-6590,-958,1436.822,2725,1558218,0,0,467040.434,470814.25,0.009,-0.80%,-1.41%,-0.21%
personal,age_sex,1,year,2013,-8131,-10302,-5959,1107.998,2012,511212,0,0,303714.876,311845.543,0,-2.70%,-3.39%,-1.96%
personal,age_sex,0,year,2014,-4243,-7083,-1404,1448.742,2669,1565456,0,0,474718.166,478961.653,0.003,-0.90%,-1.49%,-0.30%
personal,age_sex,1,year,2014,-9024,-11154,-6893,1087.076,2021,518453,0,0,308147.765,317171.538,0,-2.90%,-3.62%,-2.24%
personal,age_sex,0,year,2015,-4439,-7318,-1560,1468.758,2617,1574659,0,0,482261.984,486701.14,0.003,-0.90%,-1.52%,-0.32%
personal,age_sex,1,year,2015,-9530,-11675,-7385,1094.316,2172,523725,0,0,313673.413,323203.347,0,-3.00%,-3.72%,-2.35%
personal,age_sex,0,year,2016,-4694,-7484,-1904,1423.509,2568,1560051,0,0,438112.872,442807.242,0.001,-1.10%,-1.71%,-0.43%
personal,age_sex,1,year,2016,-8965,-11071,-6860,1074.302,2045,500813,0,0,288200.382,297165.849,0,-3.10%,-3.84%,-2.38%
personal,age_sex,0,year,2017,-2183,-4798,433,1334.383,2520,1547394,0,0,390263.237,392445.795,0.102,-0.60%,-1.23%,0.11%
personal,age_sex,1,year,2017,-7830,-9828,-5831,1019.691,1919,478432,0,0,257920.956,265750.581,0,-3.00%,-3.81%,-2.26%
personal,age_sex,0,year,2018,-2305,-4766,155,1255.444,2470,1536044,0,0,342673.986,344979.28,0.066,-0.70%,-1.39%,0.05%
personal,age_sex,1,year,2018,-6825,-8707,-4944,959.938,1803,455518,0,0,228335.612,235160.858,0,-3.00%,-3.81%,-2.17%
personal,age_sex,,year,2001,-970,-1531,-410,285.888,3240,1971879,0,0,36777.256,37747.441,0.001,-2.60%,-4.16%,-1.11%
personal,age_sex,,year,2002,-1937,-2733,-1142,405.868,3382,1972752,0,0,74175.658,76112.849,0,-2.60%,-3.68%,-1.54%
personal,age_sex,,year,2003,-2813,-3777,-1848,492.021,3278,1974753,0,0,112085.813,114898.671,0,-2.50%,-3.37%,-1.65%
personal,age_sex,,year,2004,-3356,-4490,-2221,578.765,3383,1977211,0,0,152039.456,155395.201,0,-2.20%,-2.95%,-1.46%
personal,age_sex,,year,2005,-4542,-5859,-3225,671.969,3356,1979198,0,0,192040.228,196582.142,0,-2.40%,-3.05%,-1.68%
personal,age_sex,,year,2006,-4988,-6473,-3504,757.369,3526,1985054,0,0,232995.522,237983.711,0,-2.10%,-2.78%,-1.50%
personal,age_sex,,year,2007,-5211,-6866,-3556,844.57,3546,1990912,0,0,277142.684,282353.696,0,-1.90%,-2.48%,-1.28%
personal,age_sex,,year,2008,-5443,-7214,-3672,903.74,4143,2000666,0,0,317233.033,322675.937,0,-1.70%,-2.27%,-1.16%
personal,age_sex,,year,2009,-5257,-7094,-3421,936.954,5210,2015504,0,0,357565.495,362822.951,0,-1.50%,-1.98%,-0.96%
personal,age_sex,,year,2010,-6111,-8092,-4131,1010.476,5044,2031589,0,0,402316.452,408427.557,0,-1.50%,-2.01%,-1.03%
personal,age_sex,,year,2011,-6298,-8218,-4377,979.866,4879,2042393,0,0,395422.039,401719.666,0,-1.60%,-2.08%,-1.11%
personal,age_sex,,year,2012,-5125,-7010,-3240,961.691,4713,2054423,0,0,395714.168,400839.053,0,-1.30%,-1.77%,-0.82%
personal,age_sex,,year,2013,-5578,-7478,-3677,969.66,4572,2069430,0,0,400483.201,406060.882,0,-1.40%,-1.87%,-0.92%
personal,age_sex,,year,2014,-6197,-8094,-4300,967.811,4416,2083909,0,0,405937.606,412134.856,0,-1.50%,-1.99%,-1.06%
personal,age_sex,,year,2015,-6495,-8400,-4591,971.555,4396,2098384,0,0,411287.205,417782.664,0,-1.60%,-2.04%,-1.12%
personal,age_sex,,year,2016,-6419,-8270,-4569,944.263,4220,2060864,0,0,375448.614,381867.94,0,-1.70%,-2.20%,-1.22%
personal,age_sex,,year,2017,-4464,-6204,-2723,887.983,4049,2025826,0,0,335441.127,339904.818,0,-1.30%,-1.85%,-0.81%
personal,age_sex,,year,2018,-4122,-5765,-2478,838.422,3892,1991562,0,0,295959.558,300081.355,0,-1.40%,-1.95%,-0.84%
personal,age_sex,0,match_age,18to29,-73035,-83505,-62566,5341.65,253,5396145,0,0,421703.172,494738.59,0,-17.30%,-19.80%,-14.84%
personal,age_sex,0,match_age,30to34,-4073,-9936,1789,2991.019,729,2573666,0,0,542816.398,546889.564,0.173,-0.80%,-1.83%,0.33%
personal,age_sex,0,match_age,35to39,-9705,-13663,-5747,2019.521,1634,2799750,0,0,557164.599,566869.828,0,-1.70%,-2.45%,-1.03%
personal,age_sex,0,match_age,40to45,-4119,-6984,-1254,1461.724,3239,2803653,0,0,549614.915,553733.445,0.005,-0.70%,-1.27%,-0.23%
personal,age_sex,0,match_age,45to49,-12576,-14739,-10412,1103.766,5411,2707542,0,0,530210.931,542786.781,0,-2.40%,-2.78%,-1.96%
personal,age_sex,0,match_age,50to54,-3374,-5203,-1546,933.086,6518,2528304,0,0,497248.19,500622.616,0,-0.70%,-1.05%,-0.31%
personal,age_sex,1,match_age,50to54,5579,4388,6770,607.641,<5,1460,0,0,282294.91,276716.298,0,2.00%,1.55%,2.40%
personal,age_sex,0,match_age,55to59,877,-664,2418,786.091,7539,2424345,0,0,424950.679,424073.767,0.265,0.20%,-0.16%,0.57%
personal,age_sex,1,match_age,55to59,-24,-5282,5234,2682.743,124,44857,0,0,263100.734,263124.496,0.993,0.00%,-2.01%,1.99%
personal,age_sex,0,match_age,60to64,-3770,-5486,-2055,875.335,5735,1457320,0,0,374199.691,377970.118,0,-1.00%,-1.47%,-0.55%
personal,age_sex,1,match_age,60to64,-1809,-3188,-430,703.47,3299,820275,0,0,290910.556,292719.818,0.01,-0.60%,-1.10%,-0.15%
personal,age_sex,0,match_age,65to69,-1921,-5548,1706,1850.645,1332,312969,0,0,370429.079,372350.291,0.299,-0.50%,-1.50%,0.46%
personal,age_sex,1,match_age,65to69,-10499,-11657,-9342,590.506,7514,1669866,0,0,298079.994,308579.39,0,-3.50%,-3.91%,-3.13%
personal,age_sex,1,match_age,70to74,-8815,-10290,-7341,752.296,5173,1541213,0,0,301725.352,310540.685,0,-2.90%,-3.41%,-2.43%
personal,age_sex,0,match_age,70to74,-57688,-80762,-34614,11772.458,92,29620,0,0,401687.637,459375.459,0,-14.40%,-20.11%,-8.62%
personal,age_sex,1,match_age,75to79,-12040,-13739,-10340,867.225,4493,1254625,0,0,312873.303,324912.911,0,-3.80%,-4.39%,-3.30%
personal,age_sex,0,match_age,75to79,-31227,-51213,-11241,10196.913,34,9356,0,0,370620.469,401847.867,0.002,-8.40%,-13.82%,-3.03%
personal,age_sex,1,match_age,80to84,-10070,-12226,-7915,1099.94,3380,957765,0,0,326562.775,336633.245,0,-3.10%,-3.74%,-2.42%
personal,age_sex,1,match_age,85to89,-12444,-15994,-8893,1811.684,1822,597099,0,0,335934.581,348378.089,0,-3.70%,-4.76%,-2.65%
personal,age_sex,1,match_age,90to120,-3545,-11514,4424,4065.788,717,313112,0,0,339736.89,343281.514,0.383,-1.00%,-3.39%,1.30%
personal,age_sex,0,match_age,80to84,36319,13145,59494,11823.589,15,4084,0,0,402096.993,365777.653,0.002,9.00%,3.27%,14.80%
personal,age_sex,0,match_age,85to89,13724,-16380,43828,15359.233,12,1400,0,0,461120.087,447396.19,0.372,3.00%,-3.55%,9.50%
personal,age_sex,0,match_age,90to120,-40153,-54885,-25422,7516.116,<5,65,0,0,153506.634,193659.807,0,-26.20%,-35.75%,-16.56%
personal,age_sex,,match_age,18to29,-73035,-83505,-62566,5341.65,253,5396145,0,0,421703.172,494738.59,0,-17.30%,-19.80%,-14.84%
personal,age_sex,,match_age,30to34,-4073,-9936,1789,2991.019,729,2573666,0,0,542816.398,546889.564,0.173,-0.80%,-1.83%,0.33%
personal,age_sex,,match_age,35to39,-9705,-13663,-5747,2019.521,1634,2799750,0,0,557164.599,566869.828,0,-1.70%,-2.45%,-1.03%
personal,age_sex,,match_age,40to45,-4119,-6984,-1254,1461.724,3239,2803653,0,0,549614.915,553733.445,0.005,-0.70%,-1.27%,-0.23%
personal,age_sex,,match_age,45to49,-12576,-14739,-10412,1103.766,5411,2707542,0,0,530210.931,542786.781,0,-2.40%,-2.78%,-1.96%
personal,age_sex,,match_age,50to54,-3373,-5201,-1544,932.877,6519,2529764,0,0,497204.072,500576.891,0,-0.70%,-1.05%,-0.31%
personal,age_sex,,match_age,55to59,873,-644,2390,774.124,7663,2469202,0,0,422268.252,421395.23,0.259,0.20%,-0.15%,0.57%
personal,age_sex,,match_age,60to64,-3033,-4220,-1846,605.594,9034,2277595,0,0,342884.34,345917.729,0,-0.90%,-1.23%,-0.54%
personal,age_sex,,match_age,65to69,-9171,-10299,-8043,575.593,8846,1982835,0,0,309140.488,318311.297,0,-3.00%,-3.33%,-2.60%
personal,age_sex,,match_age,70to74,-9659,-11162,-8156,766.799,5265,1570833,0,0,303476.618,313135.42,0,-3.20%,-3.68%,-2.69%
personal,age_sex,,match_age,75to79,-12211,-13908,-10514,865.853,4526,1263547,0,0,313472.56,325683.913,0,-3.90%,-4.44%,-3.35%
personal,age_sex,,match_age,80to84,-9918,-12069,-7768,1097.108,3395,961849,0,0,326869.483,336787.692,0,-3.00%,-3.69%,-2.38%
personal,age_sex,,match_age,85to89,-12037,-15560,-8514,1797.401,1834,598499,0,0,337061.258,349098.134,0,-3.60%,-4.62%,-2.53%
personal,age_sex,,match_age,90to120,-3617,-11586,4351,4065.499,718,313177,0,0,339836.775,343454.158,0.374,-1.10%,-3.41%,1.28%
personal,non_health,0,,,6716,6265,7167,230.144,32327,9069109,0,0,479511.865,472795.916,0,1.40%,1.31%,1.49%
personal,non_health,1,,,-1404,-1769,-1038,186.48,26499,6288505,0,0,311091.822,312495.464,0,-0.50%,-0.57%,-0.33%
personal,non_health,,,,3488,3178,3798,158.215,58826,15357614,0,0,411708.324,408220.597,0,0.80%,0.77%,0.92%
personal,non_health,0,index,0,205,107,304,50.269,32327,9069109,0,0,50029.771,49824.423,0,0.40%,0.21%,0.61%
personal,non_health,0,index,1,328,216,440,57.099,31612,8909152,0,0,49837.778,49510.158,0,0.70%,0.43%,0.88%
personal,non_health,0,index,2,769,649,889,61.146,30790,8757071,0,0,49587.962,48818.79,0,1.60%,1.31%,1.79%
personal,non_health,0,index,3,1017,889,1145,65.45,29952,8591895,0,0,49355.727,48338.711,0,2.10%,1.80%,2.32%
personal,non_health,0,index,4,1065,928,1202,69.756,27217,7868938,0,0,48671.359,47606.471,0,2.20%,1.91%,2.47%
personal,non_health,0,index,5,1045,902,1189,73.179,24442,7148001,0,0,47915.469,46870.028,0,2.20%,1.88%,2.48%
personal,non_health,0,index,6,783,632,933,76.956,21848,6467171,0,0,47155.325,46372.751,0,1.70%,1.34%,1.98%
personal,non_health,0,index,7,552,389,714,82.811,19414,5824653,0,0,46359.891,45808.085,0,1.20%,0.84%,1.54%
personal,non_health,0,index,8,565,392,738,88.171,17147,5170358,0,0,45685.93,45121.073,0,1.20%,0.86%,1.61%
personal,non_health,0,index,9,387,208,567,91.549,14725,4534295,0,0,44912.653,44525.426,0,0.90%,0.46%,1.26%
personal,non_health,1,index,0,-110,-170,-51,30.137,26499,6288505,0,0,30358.354,30468.819,0,-0.40%,-0.56%,-0.17%
personal,non_health,1,index,1,-135,-207,-63,36.63,24880,5930096,0,0,30554.145,30688.952,0,-0.40%,-0.68%,-0.21%
personal,non_health,1,index,2,-130,-209,-51,40.38,23199,5564963,0,0,30785.737,30916.023,0.001,-0.40%,-0.68%,-0.17%
personal,non_health,1,index,3,-182,-272,-91,46.234,21653,5227338,0,0,30996.293,31178.169,0,-0.60%,-0.88%,-0.29%
personal,non_health,1,index,4,-176,-277,-74,51.706,18539,4529611,0,0,31028.943,31204.619,0.001,-0.60%,-0.89%,-0.24%
personal,non_health,1,index,5,-166,-278,-53,57.63,15871,3894073,0,0,31153.946,31319.45,0.004,-0.50%,-0.89%,-0.17%
personal,non_health,1,index,6,-107,-232,17,63.547,13472,3318234,0,0,31324.552,31431.931,0.091,-0.30%,-0.74%,0.05%
